"country_code","region_name","iata","icao","airport","latitude","longitude"
"IN","West Bengal","COH","VECO","Cooch Behar Airport","26.3305","89.4672"
"IN","West Bengal","IXB","VEBD","Bagdogra Airport","26.6812","88.3286"
"IN","West Bengal","LDA","VEMH","Malda Airport","25.033","88.133"
"IN","West Bengal","RDP","VEDG","Kazi Nazrul Islam Airport","23.6225","87.243"
"IN","West Bengal","RGH","VEBG","Balurghat Airport","25.2617","88.7956"
"IQ","Al Anbar","IQA","ORAA","Al Asad Airbase","33.7856","42.4412"
"IQ","Al Anbar","TQD","ORAT","Al-Taqaddum Air Base","33.3381","43.5971"
"IQ","Al Basrah","BSR","ORMM","Basra International Airport","30.5491","47.6621"
"IQ","An Najaf","NJF","ORNI","Al Najaf International Airport","31.9899","44.4043"
"IQ","Arbil","EBL","ORER","Erbil International Airport","36.2376","43.9632"
"IQ","Arbil","ISU","ORSU","Sulaimaniyah International Airport","35.5617","45.3167"
"IQ","Baghdad","BGW","ORBI","Baghdad International Airport","33.2625","44.2346"
"IQ","Dahuk","BMN","ORBB","Bamarni Airport","37.0988","43.2666"
"IQ","Kirkuk","KIK","ORKK","Kirkuk Airport","35.4695","44.3489"
"IQ","Ninawa","OSM","ORBM","Mosul International Airport","36.3058","43.1474"
"IQ","Ninawa","RQW","","Qayyarah Airfield West","35.7672","43.1251"
"IR","Alborz","PYK","OIIP","Payam International Airport","35.7761","50.8267"
"IR","Ardabil","ADU","OITL","Ardabil Airport","38.3257","48.4244"
"IR","Ardabil","PFQ","OITP","Parsabad-Moghan Airport","39.6036","47.8815"
"IR","Azarbayjan-e Gharbi","HGE","SVHG","Higuerote Airport","10.4625","-66.0928"
"IR","Azarbayjan-e Gharbi","IMQ","OITU","Maku International Airport","39.33","44.43"
"IR","Azarbayjan-e Gharbi","KHY","OITK","Khoy Airport","38.4275","44.9736"
"IR","Azarbayjan-e Gharbi","OMH","OITR","Urmia Airport","37.6681","45.0687"
"IR","Azarbayjan-e Gharbi","TIA","LATI","Tirana International Airport","41.4147","19.7206"
"IR","Azarbayjan-e Sharqi","ACP","OITM","Sahand Airport","37.348","46.1279"
"IR","Azarbayjan-e Sharqi","TBZ","OITT","Tabriz International Airport","38.1339","46.235"
"IR","Bushehr","BUZ","OIBB","Bushehr Airport","28.9448","50.8346"
"IR","Bushehr","IAQ","OIBH","Bahregan Airport","29.84","50.2728"
"IR","Bushehr","KHA","OITH","Khaneh Airport (Piranshahr Airport)","36.7333","45.15"
"IR","Bushehr","KHK","OIBQ","Kharg Airport","29.2603","50.3239"
"IR","Bushehr","KNR","OIBJ","Jam Airport","27.8205","52.3522"
"IR","Bushehr","PGU","OIBP","Persian Gulf Airport","27.3796","52.7377"
"IR","Chahar Mahal va Bakhtiari","CQD","OIFS","Shahrekord Airport","32.2972","50.8422"
"IR","Esfahan","IFH","OIFE","Hesa Air Base","32.9289","51.5611"
"IR","Esfahan","IFN","OIFM","Isfahan International Airport (Shahid Beheshti Int'l)","32.7508","51.8613"
"IR","Fars","FAZ","OISF","Fasa Airport","28.8918","53.7233"
"IR","Fars","JAR","OISJ","Jahrom Airport","28.5867","53.5791"
"IR","Fars","LFM","OISR","Lamerd Airport","27.3727","53.1888"
"IR","Fars","LRR","OISL","Larestan International Airport","27.6747","54.3833"
"IR","Fars","SYZ","OISS","Shiraz International Airport (Shahid Dastghaib Int'l)","29.5392","52.5898"
"IR","Gilan","RAS","OIGG","Rasht Airport","37.3233","49.6178"
"IR","Golestan","GBT","OING","Gorgan Airport","36.9094","54.4013"
"IR","Golestan","KLM","OINE","Kalaleh Airport","37.3833","55.452"
"IR","Hamadan","HDM","OIHH","Hamadan Airport","34.8692","48.5525"
"IR","Hamadan","NUJ","OIHS","Hamedan Air Base (Nogeh Airport)","35.2117","48.6533"
"IR","Hormozgan","AEU","OIBA","Abu Musa Airport","25.8757","55.033"
"IR","Hormozgan","BDH","OIBL","Bandar Lengeh Airport","26.532","54.8248"
"IR","Hormozgan","BND","OIKB","Bandar Abbas International Airport","27.2183","56.3778"
"IR","Hormozgan","GSM","OIKQ","Dayrestan Airport (Qeshm International Airport)","26.7546","55.9024"
"IR","Hormozgan","HDR","OIKP","Havadarya Airport","27.1583","56.1725"
"IR","Hormozgan","KIH","OIBK","Kish International Airport","26.5262","53.9802"
"IR","Hormozgan","LVP","OIBV","Lavan Airport","26.8103","53.3563"
"IR","Hormozgan","SXI","OIBS","Sirri Island Airport","25.9089","54.5394"
"IR","Ilam","IIL","OICI","Ilam Airport","33.5866","46.4048"
"IR","Kerman","BXR","OIKM","Bam Airport","29.0842","58.45"
"IR","Kerman","JYR","OIKJ","Jiroft Airport","28.7269","57.6703"
"IR","Kerman","KER","OIKK","Kerman Airport","30.2744","56.9511"
"IR","Kerman","RJN","OIKR","Rafsanjan Airport","30.2977","56.0511"
"IR","Kerman","SYJ","OIKY","Sirjan Airport","29.5509","55.6727"
"IR","Kermanshah","KSH","OICC","Shahid Ashrafi Esfahani Airport (Kermanshah Airport)","34.3459","47.1581"
"IR","Khorasan-e Jonubi","TCX","OIMT","Tabas Airport","33.6678","56.8927"
"IR","Khorasan-e Jonubi","XBJ","OIMB","Birjand International Airport","32.8981","59.2661"
"IR","Khorasan-e Razavi","AFZ","OIMS","Sabzevar Airport","36.1681","57.5952"
"IR","Khorasan-e Razavi","CKT","OIMC","Sarakhs Airport","36.5012","61.0649"
"IR","Khorasan-e Razavi","MHD","OIMM","Mashhad International Airport (Shahid Hashemi Nejad Airport)","36.2352","59.641"
"IR","Khorasan-e Shomali","BJB","OIMN","Bojnord Airport","37.493","57.3082"
"IR","Khuzestan","ABD","OIAA","Abadan International Airport","30.3711","48.2283"
"IR","Khuzestan","AKW","OIAG","Aghajari Airport","30.7444","49.6772"
"IR","Khuzestan","AWZ","OIAW","Ahvaz International Airport","31.3374","48.762"
"IR","Khuzestan","DEF","OIAD","Dezful Airport","32.4344","48.3976"
"IR","Khuzestan","MRX","OIAM","Mahshahr Airport","30.5562","49.1519"
"IR","Khuzestan","OMI","OIAJ","Omidiyeh Air Base","30.8352","49.5349"
"IR","Kohgiluyeh va Bowyer Ahmad","GCH","OIAH","Gachsaran Airport","30.3376","50.828"
"IR","Kohgiluyeh va Bowyer Ahmad","YES","OISY","Yasuj Airport","30.7005","51.5451"
"IR","Kordestan","SDG","OICS","Sanandaj Airport","35.2459","47.0092"
"IR","Lorestan","KHD","OICK","Khorramabad Airport","33.4354","48.2829"
"IR","Markazi","AJK","OIHR","Arak Airport","34.1381","49.8473"
"IR","Mazandaran","BSM","OINJ","Bishe Kola Air Base","36.6551","52.3496"
"IR","Mazandaran","NSH","OINN","Noshahr Airport","36.6633","51.4647"
"IR","Mazandaran","RZR","OINR","Ramsar International Airport","36.9099","50.6796"
"IR","Mazandaran","SRY","OINZ","Dasht-e Naz Airport","36.6358","53.1936"
"IR","Qazvin","GZW","OIIK","Qazvin Airport","36.2401","50.0471"
"IR","Semnan","RUD","OIMJ","Shahroud Airport","36.4253","55.1042"
"IR","Semnan","SNX","OIIS","Semnan Municipal Airport","35.5911","53.4951"
"IR","Sistan va Baluchestan","ACZ","OIZB","Zabol Airport","31.0983","61.5439"
"IR","Sistan va Baluchestan","AMB","FMNE","Ambilobe Airport","-13.1884","48.988"
"IR","Sistan va Baluchestan","ANM","FMNH","Antsirabato Airport","-14.9994","50.3202"
"IR","Sistan va Baluchestan","DIE","FMNA","Arrachart Airport","-12.3494","49.2917"
"IR","Sistan va Baluchestan","DOA","","Doany Airport","-14.3681","49.5108"
"IR","Sistan va Baluchestan","IHR","OIZI","Iranshahr Airport","27.2361","60.72"
"IR","Sistan va Baluchestan","IVA","FMNJ","Ambanja Airport","-13.4848","48.6327"
"IR","Sistan va Baluchestan","NOS","FMNN","Fascene Airport","-13.3121","48.3148"
"IR","Sistan va Baluchestan","SVB","FMNS","Sambava Airport","-14.2786","50.1747"
"IR","Sistan va Baluchestan","VOH","FMNV","Vohemar Airport","-13.3758","50.0028"
"IR","Sistan va Baluchestan","ZAH","OIZH","Zahedan Airport","29.4757","60.9062"
"IR","Sistan va Baluchestan","ZBR","OIZC","Konarak Airport","25.4433","60.3821"
"IR","Sistan va Baluchestan","ZWA","FMND","Andapa Airport","-14.6517","49.6206"
"IR","Tehran","IKA","OIIE","Imam Khomeini International Airport","35.4161","51.1522"
"IR","Tehran","KKS","OIFK","Kashan Airport","33.8953","51.577"
"IR","Tehran","THR","OIII","Mehrabad International Airport","35.6892","51.3134"
"IR","Yazd","AZD","OIYY","Shahid Sadooghi Airport","31.9049","54.2765"
"IR","Zanjan","JWN","OITZ","Zanjan Airport","36.7737","48.3594"
"IS","Austurland","BGJ","BIBF","Borgarfjorour Eystri Airport","65.5164","-13.805"
"IS","Austurland","DJU","BIDV","Djupivogur Airport","64.6442","-14.2828"
"IS","Austurland","HFN","BIHN","Hornafjorour Airport","64.2956","-15.2272"
"IS","Hofudborgarsvaedi","RKV","BIRK","Reykjavík Airport","64.13","-21.9406"
"IS","Nordurland eystra","AEY","BIAR","Akureyri Airport","65.66","-18.0727"
"IS","Nordurland eystra","BJD","BIBK","Bakkafjorour Airport","66.0219","-14.8244"
"IS","Nordurland eystra","BXV","BIBV","Breiodalsvik Airport","64.79","-14.0228"
"IS","Nordurland eystra","EGS","BIEG","Egilsstaoir Airport","65.2833","-14.4014"
"IS","Nordurland eystra","FAS","BIFF","Faskruosfjorour Airport","64.9317","-14.0606"
"IS","Nordurland eystra","GRY","BIGR","Grimsey Airport","66.5458","-18.0173"
"IS","Nordurland eystra","HZK","BIHU","Husavik Airport","65.9523","-17.426"
"IS","Nordurland eystra","MVA","BIRL","Myvatn Airport","65.6558","-16.9181"
"IS","Nordurland eystra","NOR","BINF","Norofjorour Airport","65.1319","-13.7464"
"IS","Nordurland eystra","OFJ","BIOF","Olafsfjorour Airport","66.0833","-18.6667"
"IS","Nordurland eystra","OPA","BIKP","Kopasker Airport","66.3108","-16.4667"
"IS","Nordurland eystra","RFN","BIRG","Raufarhofn Airport","66.4064","-15.9183"
"IS","Nordurland eystra","SIJ","BISI","Siglufjorour Airport","66.1333","-18.9167"
"IS","Nordurland eystra","THO","BITN","Thorshofn Airport","66.2185","-15.3356"
"IS","Nordurland eystra","VPN","BIVO","Vopnafjorour Airport","65.7206","-14.8506"
"IS","Nordurland vestra","BIU","BIBD","Bildudalur Airport","65.6413","-23.5462"
"IS","Nordurland vestra","BLO","BIBL","Blonduos Airport","65.645","-20.2875"
"IS","Nordurland vestra","OLI","BIRF","Rif Airport","64.9114","-23.8231"
"IS","Nordurland vestra","PFJ","BIPA","Patreksfjorour Airport","65.5558","-23.965"
"IS","Nordurland vestra","SAK","BIKR","Sauoarkrokur Airport","65.7317","-19.5728"
"IS","Sudurland","FAG","BIFM","Fagurholsmyri Airport","63.8747","-16.6411"
"IS","Sudurland","VEY","BIVM","Vestmannaeyjar Airport","63.4243","-20.2789"
"IS","Sudurnes","KEF","BIKF","Keflavík International Airport","63.985","-22.6056"
"IS","Vestfirdir","FLI","","Holt Airport","66.0142","-23.4417"
"IS","Vestfirdir","GJR","BIGJ","Gjogur Airport","65.9953","-21.3269"
"IS","Vestfirdir","HVK","BIHK","Holmavik Airport","65.7047","-21.6964"
"IS","Vestfirdir","IFJ","BIIS","Isafjorour Airport","66.0581","-23.1353"
"IS","Vestfirdir","RHA","BIRE","Reykholar Airport","65.4526","-22.2061"
"IS","Vestfirdir","TEY","BITE","Thingeyri Airport","65.8703","-23.56"
"IS","Vesturland","GUU","BIGF","Grundarfjorour Airport","64.9914","-23.2247"
"IS","Vesturland","SYK","BIST","Stykkisholmur Airport","65.0581","-22.7942"
"IT","Abruzzo","PSR","LIBP","Abruzzo Airport","42.4317","14.1811"
"IT","Abruzzo","QAQ","LIAP","L'Aquila-Preturo Airport","42.3799","13.3092"
"IT","Calabria","CRV","LIBC","Crotone Airport (Sant'Anna Airport)","38.9972","17.0802"
"IT","Calabria","REG","LICR","Reggio di Calabria Airport","38.0712","15.6516"
"IT","Calabria","SUF","LICA","Lamezia Terme International Airport","38.9054","16.2423"
"IT","Campania","NAP","LIRN","Naples International Airport","40.886","14.2908"
"IT","Campania","QSR","LIRI","Salerno Costa d'Amalfi Airport (Pontecagnano Airport)","40.6204","14.9113"
"IT","Emilia-Romagna","BLQ","LIPE","Bologna Guglielmo Marconi Airport","44.5354","11.2887"
"IT","Emilia-Romagna","FRL","LIPK","Forli International Airport (Luigi Ridolfi Airport)","44.1948","12.0701"
"IT","Emilia-Romagna","RAN","LIDR","Ravenna Airport","44.3639","12.225"
"IT","Emilia-Romagna","RMI","LIPR","Federico Fellini International Airport","44.0203","12.6117"
"IT","Friuli-Venezia Giulia","AVB","LIPA","Aviano Air Base","46.0319","12.5965"
"IT","Friuli-Venezia Giulia","TRS","LIPQ","Trieste - Friuli Venezia Giulia Airport","45.8275","13.4722"
"IT","Friuli-Venezia Giulia","UDN","LIPD","Campoformido Airport","46.0322","13.1868"
"IT","Lazio","FCO","LIRF","Rome–Fiumicino International Airport","41.8003","12.2389"
"IT","Liguria","ALL","LIMG","Albenga Airport","44.0506","8.12743"
"IT","Liguria","GOA","LIMJ","Genoa Cristoforo Colombo Airport","44.4133","8.8375"
"IT","Lombardia","MXP","LIMC","Milan-Malpensa Airport","45.6306","8.72811"
"IT","Lombardia","VBS","LIPO","Brescia Airport (Gabriele D'Annunzio Airport)","45.4289","10.3306"
"IT","Marche","AOI","LIPY","Ancona Falconara Airport","43.6163","13.3623"
"IT","Piemonte","CUF","LIMZ","Cuneo International Airport","44.547","7.62322"
"IT","Piemonte","TRN","LIMF","Turin Airport (Caselle Airport)","45.2008","7.64963"
"IT","Puglia","BDS","LIBR","Brindisi - Salento Airport","40.6576","17.947"
"IT","Puglia","BRI","LIBD","Bari Karol Wojtyla Airport","41.1389","16.7606"
"IT","Puglia","FOG","LIBF","Foggia Gino Lisa Airport","41.4329","15.535"
"IT","Puglia","LCC","LIBN","Galatina Air Base","40.2392","18.1333"
"IT","Puglia","TAR","LIBG","Taranto-Grottaglie Airport","40.5175","17.4032"
"IT","Sardegna","AHO","LIEA","Alghero-Fertilia Airport","40.6321","8.29077"
"IT","Sardegna","CAG","LIEE","Cagliari Elmas Airport","39.2515","9.05428"
"IT","Sardegna","DCI","LIED","Decimomannu Air Base","39.3542","8.97248"
"IT","Sardegna","FNU","LIER","Oristano-Fenosu Airport","39.8953","8.64266"
"IT","Sardegna","OLB","LIEO","Olbia Costa Smeralda Airport","40.8987","9.51763"
"IT","Sardegna","TTB","LIET","Tortoli Airport (Arbatax Airport)","39.9188","9.68298"
"IT","Sicilia","CIY","LICB","Comiso Airport","36.9946","14.6072"
"IT","Sicilia","CTA","LICC","Catania-Fontanarossa Airport","37.4668","15.0664"
"IT","Sicilia","LMP","LICD","Lampedusa Airport","35.4979","12.6181"
"IT","Sicilia","NSY","LICZ","Naval Air Station Sigonella","37.4017","14.9224"
"IT","Sicilia","PMO","LICJ","Falcone-Borsellino Airport (Punta Raisi Airport)","38.176","13.091"
"IT","Sicilia","PNL","LICG","Pantelleria Airport","36.8165","11.9689"
"IT","Sicilia","TPS","LICT","Vincenzo Florio Airport","37.9114","12.488"
"IT","Toscana","EBA","LIRJ","Marina di Campo Airport","42.7603","10.2394"
"IT","Toscana","FLR","LIRQ","Florence Airport","43.81","11.2051"
"IT","Toscana","GRS","LIRS","Grosseto Airport","42.7597","11.0719"
"IT","Toscana","LCV","LIQL","Lucca-Tassignano Airport","43.8258","10.5779"
"IT","Toscana","PSA","LIRP","Pisa International Airport (Galileo Galilei Airport)","43.6839","10.3927"
"IT","Toscana","SAY","LIQS","Siena-Ampugnano Airport","43.2563","11.255"
"IT","Trentino-Alto Adige","BZO","LIPB","Bolzano Airport","46.4602","11.3264"
"IT","Umbria","PEG","LIRZ","Perugia San Francesco d'Assisi - Umbria International Airport","43.0959","12.5132"
"IT","Valle d'Aosta","AOT","LIMW","Aosta Valley Airport","45.7385","7.36872"
"IT","Veneto","BLX","LIDB","Belluno Airport","46.1665","12.2504"
"IT","Veneto","TSF","LIPH","Treviso-Sant'Angelo Airport","45.6484","12.1944"
"IT","Veneto","VCE","LIPZ","Venice Marco Polo Airport","45.5053","12.3519"
"IT","Veneto","VIC","LIPT","Vicenza Airport","45.5734","11.5295"
"IT","Veneto","VRN","LIPX","Verona Villafranca Airport","45.3957","10.8885"
"JE","Jersey","JER","EGJJ","Jersey Airport","49.2081","-2.19528"
"JM","Kingston","KTP","MKTP","Tinson Pen Aerodrome","17.9886","-76.8238"
"JM","Portland","POT","MKKJ","Ken Jones Aerodrome","18.1988","-76.5345"
"JM","Saint Andrew","KIN","MKJP","Norman Manley International Airport","17.9357","-76.7875"
"JM","Saint James","MBJ","MKJS","Sangster International Airport","18.5037","-77.9134"
"JM","Saint Mary","OCJ","MKBS","Ian Fleming International Airport","18.4042","-76.969"
"JM","Westmoreland","NEG","MKNG","Negril Aerodrome","18.3428","-78.3321"
"JO","Al 'Aqabah","AQJ","OJAQ","King Hussein International Airport","29.6116","35.0181"
"JO","Al 'Asimah","ADJ","OJAM","Amman Civil Airport (Marka International Airport)","31.9727","35.9916"
"JO","Al Mafraq","OMF","OJMF","King Hussein Air Base","32.3564","36.2592"
"JO","Ma'an","MPQ","OJMN","Ma'an Airport","30.1667","35.7833"
"JO","Madaba","AMM","OJAI","Queen Alia International Airport","31.7226","35.9932"
"JP","Aichi","NGO","RJGG","Chubu Centrair International Airport","34.8584","136.805"
"JP","Aichi","NKM","RJNA","Nagoya Airfield (Komaki Airport)","35.255","136.924"
"JP","Akita","AXT","RJSK","Akita Airport","39.6156","140.219"
"JP","Akita","ONJ","RJSR","Odate-Noshiro Airport","40.1919","140.371"
"JP","Aomori","AOJ","RJSA","Aomori Airport","40.7347","140.691"
"JP","Aomori","HHE","RJSH","JMSDF Hachinohe Air Base","40.5564","141.466"
"JP","Aomori","MSJ","RJSM","Misawa Air Base","40.7032","141.368"
"JP","Ehime","MYJ","RJOM","Matsuyama Airport","33.8272","132.7"
"JP","Fukui","FKJ","RJNF","Fukui Airport","36.1428","136.224"
"JP","Fukuoka","FUK","RJFF","Fukuoka Airport (Itazuke Air Base)","33.5859","130.451"
"JP","Fukuoka","KKJ","RJFR","Kitakyushu Airport","33.8459","131.035"
"JP","Fukushima","FKS","RJSF","Fukushima Airport","37.2274","140.431"
"JP","Hiroshima","HIJ","RJOA","Hiroshima Airport","34.4361","132.919"
"JP","Hiroshima","HIW","RJBH","Hiroshima-Nishi Airport","34.3669","132.414"
"JP","Hokkaido","AKJ","RJEC","Asahikawa Airport","43.6708","142.447"
"JP","Hokkaido","HKD","RJCH","Hakodate Airport","41.77","140.822"
"JP","Hokkaido","KUH","RJCK","Kushiro Airport","43.041","144.193"
"JP","Hokkaido","MBE","RJEB","Monbetsu Airport","44.3039","143.404"
"JP","Hokkaido","MMB","RJCM","Memanbetsu Airport","43.8806","144.164"
"JP","Hokkaido","OBO","RJCB","Tokachi-Obihiro Airport","42.7333","143.217"
"JP","Hokkaido","OIR","RJEO","Okushiri Airport","42.0717","139.433"
"JP","Hokkaido","RBJ","RJCR","Rebun Airport","45.455","141.039"
"JP","Hokkaido","RIS","RJER","Rishiri Airport","45.242","141.186"
"JP","Hokkaido","SHB","RJCN","Nakashibetsu Airport","43.5775","144.96"
"JP","Hokkaido","WKJ","RJCW","Wakkanai Airport","45.4042","141.801"
"JP","Hyogo","TJH","RJBT","Tajima Airport","35.5128","134.787"
"JP","Ibaraki","IBR","RJAH","Ibaraki Airport","36.1811","140.415"
"JP","Ishikawa","KMQ","RJNK","Komatsu Airport (Kanazawa Airport)","36.3946","136.407"
"JP","Ishikawa","NTQ","RJNW","Noto Airport","37.2931","136.962"
"JP","Iwate","HNA","RJSI","Hanamaki Airport","39.4286","141.135"
"JP","Kagawa","TAK","RJOT","Takamatsu Airport","34.2142","134.016"
"JP","Kagoshima","ASJ","RJKA","Amami Airport","28.4306","129.713"
"JP","Kagoshima","KKX","RJKI","Kikai Airport (Kikaiga Shima Airport)","28.3213","129.928"
"JP","Kagoshima","KOJ","RJFK","Kagoshima Airport","31.8034","130.719"
"JP","Kagoshima","KUM","RJFC","Yakushima Airport","30.3856","130.659"
"JP","Kagoshima","OKE","RJKB","Okinoerabu Airport","27.4255","128.701"
"JP","Kagoshima","RNJ","RORY","Yoron Airport","27.044","128.402"
"JP","Kagoshima","TKN","RJKN","Tokunoshima Airport","27.8364","128.881"
"JP","Kagoshima","TNE","RJFG","New Tanegashima Airport","30.6051","130.991"
"JP","Kanagawa","NJA","RJTA","Naval Air Facility Atsugi","35.4546","139.45"
"JP","Kochi","KCZ","RJOK","Kochi Ryoma Airport","33.5461","133.669"
"JP","Kumamoto","AXJ","RJDA","Amakusa Airfield","32.4825","130.159"
"JP","Kumamoto","KMJ","RJFT","Kumamoto Airport","32.8373","130.855"
"JP","Miyagi","SDJ","RJSS","Sendai Airport","38.1397","140.917"
"JP","Miyazaki","KMI","RJFM","Miyazaki Airport","31.8772","131.449"
"JP","Nagano","MMJ","RJAF","Matsumoto Airport","36.1668","137.923"
"JP","Nagasaki","FUJ","RJFE","Fukue Airport (Goto-Fukue Airport)","32.6663","128.833"
"JP","Nagasaki","IKI","RJDB","Iki Airport","33.749","129.785"
"JP","Nagasaki","NGS","RJFU","Nagasaki Airport","32.9169","129.914"
"JP","Nagasaki","OMJ","RJDU","Omura Airport","35.0833","140.1"
"JP","Nagasaki","TSJ","RJDT","Tsushima Airport","34.2849","129.331"
"JP","Niigata","KIJ","RJSN","Niigata Airport","37.9559","139.121"
"JP","Niigata","SDS","RJSD","Sado Airport","38.0602","138.414"
"JP","Oita","OIT","RJFO","Oita Airport","33.4794","131.737"
"JP","Okayama","OKJ","RJOB","Okayama Airport","34.7569","133.855"
"JP","Okinawa","AGJ","RORA","Aguni Airport","26.5925","127.241"
"JP","Okinawa","DNA","RODN","Kadena Air Base","26.3556","127.768"
"JP","Okinawa","HTR","RORH","Hateruma Airport","24.0589","123.806"
"JP","Okinawa","IEJ","RORE","Iejima Airport","26.722","127.785"
"JP","Okinawa","ISG","ROIG","New Ishigaki Airport","24.3964","124.245"
"JP","Okinawa","KJP","ROKR","Kerama Airport","26.1683","127.293"
"JP","Okinawa","KTD","RORK","Kitadaito Airport","25.9447","131.327"
"JP","Okinawa","MMD","ROMD","Minami-Daito Airport","25.8465","131.263"
"JP","Okinawa","MMY","ROMY","Miyako Airport","24.7828","125.295"
"JP","Okinawa","OGN","ROYN","Yonaguni Airport","24.4669","122.978"
"JP","Okinawa","OKA","ROAH","Naha Airport","26.1958","127.646"
"JP","Okinawa","SHI","RORS","Shimojishima Airport","24.8267","125.145"
"JP","Okinawa","TRA","RORT","Tarama Airport","24.6539","124.675"
"JP","Okinawa","UEO","ROKJ","Kumejima Airport","26.3635","126.714"
"JP","Osaka","KIX","RJBB","Kansai International Airport","34.4305","135.23"
"JP","Saga","HSG","RJFS","Saga Airport","33.1497","130.302"
"JP","Shimane","IWJ","RJOW","Iwami Airport (Hagi-Iwami Airport)","34.6764","131.79"
"JP","Shimane","IZO","RJOC","Izumo Airport","35.4136","132.89"
"JP","Shizuoka","FSZ","RJNS","Shizuoka Airport (Mt. Fuji Shizuoka Airport)","34.796","138.188"
"JP","Tokushima","TKS","RJOS","Tokushima Airport","34.1328","134.607"
"JP","Tokyo","HAC","RJTH","Hachijojima Airport","33.115","139.786"
"JP","Tokyo","HND","RJTT","Haneda Airport","35.5533","139.781"
"JP","Tokyo","IWO","RJAW","Iwo Jima Air Base","24.784","141.323"
"JP","Tokyo","MUS","RJAM","Minami Torishima Airport","24.2897","153.979"
"JP","Tokyo","MYE","RJTQ","Miyakejima Airport","34.0736","139.56"
"JP","Tokyo","NRT","RJAA","Narita International Airport","35.7653","140.386"
"JP","Tokyo","OIM","RJTO","Oshima Airport","34.782","139.36"
"JP","Tottori","OKI","RJNO","Oki Airport","36.1811","133.325"
"JP","Tottori","TTJ","RJOR","Tottori Airport","35.5301","134.167"
"JP","Tottori","YGJ","RJOH","Miho-Yonago Airport","35.4922","133.236"
"JP","Toyama","TOY","RJNT","Toyama Airport","36.6483","137.188"
"JP","Wakayama","SHM","RJBD","Nanki-Shirahama Airport","33.6622","135.364"
"JP","Yamagata","GAJ","RJSC","Yamagata Airport (Junmachi Airport)","38.4119","140.371"
"JP","Yamagata","SYO","RJSY","Shonai Airport","38.8122","139.787"
"JP","Yamaguchi","IWK","RJOI","Marine Corps Air Station Iwakuni","34.1439","132.236"
"JP","Yamaguchi","UBJ","RJDC","Yamaguchi Ube Airport","33.93","131.279"
"KE","Baringo","LBN","","Lake Baringo Airport","0.666103","36.1042"
"KE","Elgeyo/Marakwet","KRV","","Kimwarer Airport (Kerio Valley Airport)","0.319638","35.6626"
"KE","Elgeyo/Marakwet","NBO","HKJK","Jomo Kenyatta International Airport","-1.31924","36.9278"
"KE","Garissa","GAS","HKGA","Garissa Airport","-0.463508","39.6483"
"KE","Garissa","LBK","","Liboi Airport","0.348333","40.8817"
"KE","Kajiado","ASV","HKAM","Amboseli Airport","-2.64505","37.2531"
"KE","Kakamega","GGM","HKKG","Kakamega Airport","0.271342","34.7873"
"KE","Kericho","KEY","HKKR","Kericho Airport","-0.3899","35.2421"
"KE","Kilifi","MYD","HKML","Malindi Airport","-3.22931","40.1017"
"KE","Kilifi","VPG","","Vipingo Airport","-3.80667","39.7974"
"KE","Kisumu","KIS","HKKI","Kisumu International Airport","-0.086139","34.7289"
"KE","Kwale","UKA","HKUK","Ukunda Airport (Diani Airport)","-4.29333","39.5711"
"KE","Laikipia","NYK","HKNY","Nanyuki Airport","-0.062399","37.041"
"KE","Lamu","KIU","","Kiunga Airport","-1.74383","41.4843"
"KE","Lamu","KWY","","Kiwayu Airport","-1.96056","41.2975"
"KE","Lamu","LAU","HKLU","Manda Airport","-2.25242","40.9131"
"KE","Mandera","NDE","HKMA","Mandera Airport","3.933","41.85"
"KE","Marsabit","OYL","HKMY","Moyale Airport","3.46972","39.1014"
"KE","Marsabit","RBT","HKMB","Marsabit Airport","2.34425","38"
"KE","Meru","JJM","HKMK","Mulika Lodge Airport","0.165083","38.1951"
"KE","Mombasa","BMQ","","Bamburi Airport","-3.98191","39.7308"
"KE","Mombasa","MBA","HKMO","Moi International Airport","-4.03483","39.5942"
"KE","Nairobi City","WIL","HKNW","Wilson Airport","-1.32172","36.8148"
"KE","Nakuru","NUU","HKNK","Nakuru Airport","-0.298067","36.1593"
"KE","Narok","KEU","HKKE","Keekorok Airport","-1.583","35.25"
"KE","Narok","MRE","","Mara Serena Airport","-1.40611","35.0081"
"KE","Nyamira","ANA","","Angama Airstrip","-1.27156","34.9555"
"KE","Nyamira","KTJ","","Kichwa Tembo Airport","-1.2635","35.0275"
"KE","Nyamira","OLX","","Olkiombo Airstrip","-1.40859","35.1107"
"KE","Nyeri","NYE","HKNI","Nyeri Airport","-0.364414","36.9785"
"KE","Samburu","UAS","HKSB","Samburu Airport (Buffalo Spring Airport)","0.530583","37.5342"
"KE","Taita/Taveta","ILU","HKKL","Kilaguni Airport","-2.91061","38.0652"
"KE","Tana River","HOA","HKHO","Hola Airport","-1.522","40.004"
"KE","Turkana","EYS","HKES","Eliye Springs Airport","3.21667","35.9667"
"KE","Turkana","KLK","HKFG","Kalokol Airport (Fergusons Gulf Airport)","3.49161","35.8368"
"KE","Turkana","LKG","HKLK","Lokichogio Airport","4.20412","34.3482"
"KE","Turkana","LKU","","Lake Turkana Airport","3.41667","35.8833"
"KE","Turkana","LOK","HKLO","Lodwar Airport","3.12197","35.6087"
"KE","Turkana","LOY","HKLY","Loiyangalani Airport","2.75","36.717"
